怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	神将	一级神将素材	专属技能
51045	重楼谋士	102	4	13	5	10	44350	58816	66100	21477	21477	510	2040	2040	2040	510	2040	hero/xunyu.png	0		
51113	重楼刀兵	103	1	14	3	10	45149	52972	85743	25138	25138	515	2060	2060	2060	515	2060	hero/dao.png	0		
51115	重楼刀兵	103	1	14	5	10	45149	52972	85743	25138	25138	515	2060	2060	2060	515	2060	hero/dao.png	0		
51123	重楼枪兵	103	2	14	3	10	45149	59329	76282	21946	21946	515	2060	2060	2060	515	2060	hero/qiang.png	0		
51143	重楼谋士	103	4	14	3	10	45149	59971	66912	21900	21900	515	2060	2060	2060	515	2060	hero/xunyu.png	0		
51145	重楼谋士	103	4	14	5	10	45149	59971	66912	21900	21900	515	2060	2060	2060	515	2060	hero/xunyu.png	0		
51213	重楼刀兵	103	1	14	3	10	45948	54043	86654	25577	25577	515	2060	2060	2060	515	2060	hero/dao.png	0		
51215	重楼刀兵	103	1	14	5	10	45948	54043	86654	25577	25577	515	2060	2060	2060	515	2060	hero/dao.png	0		
51233	重楼骑兵	103	3	14	3	10	45948	59598	77139	23073	23073	515	2060	2060	2060	515	2060	hero/qi.png	0		
51255	重楼红颜	103	5	14	5	10	45948	59399	67363	22894	22894	515	2060	2060	2060	515	2060	hero/hongyan.png	0		
51313	重楼刀兵	103	1	14	3	10	46747	55114	87565	26016	26016	515	2060	2060	2060	515	2060	hero/dao.png	0		
51323	重楼枪兵	103	2	14	3	10	46747	61524	77996	22798	22798	515	2060	2060	2060	515	2060	hero/qiang.png	0		
51333	重楼骑兵	103	3	14	3	10	46747	60770	77996	23487	23487	515	2060	2060	2060	515	2060	hero/qi.png	0		
51335	重楼骑兵	103	3	14	5	10	46747	60770	77996	23487	23487	515	2060	2060	2060	515	2060	hero/qi.png	0		
51353	重楼红颜	103	5	14	3	10	46747	60583	68180	23305	23305	515	2060	2060	2060	515	2060	hero/hongyan.png	0		
51413	重楼刀兵	103	1	14	3	10	47546	56184	88476	26455	26455	515	2060	2060	2060	515	2060	hero/dao.png	0		
51423	重楼枪兵	103	2	14	3	10	47546	62621	78854	23224	23224	515	2060	2060	2060	515	2060	hero/qiang.png	0		
51435	重楼骑兵	103	3	14	5	10	47546	61943	78854	23900	23900	515	2060	2060	2060	515	2060	hero/qi.png	0		
51443	重楼谋士	103	4	14	3	10	47546	63437	69349	23166	23166	515	2060	2060	2060	515	2060	hero/xunyu.png	0		
51455	重楼红颜	103	5	14	5	10	47546	61767	68996	23716	23716	515	2060	2060	2060	515	2060	hero/hongyan.png	0		
51515	重楼刀兵	103	1	14	5	10	48345	57255	89387	26894	26894	515	2060	2060	2060	515	2060	hero/dao.png	0		
51523	重楼枪兵	103	2	14	3	10	48345	63718	79711	23650	23650	515	2060	2060	2060	515	2060	hero/qiang.png	0		
51525	重楼枪兵	103	2	14	5	10	48345	63718	79711	23650	23650	515	2060	2060	2060	515	2060	hero/qiang.png	0		
51533	重楼骑兵	103	3	14	3	10	48345	63116	79711	24314	24314	515	2060	2060	2060	515	2060	hero/qi.png	0		
51543	重楼谋士	103	4	14	3	10	48345	64592	70161	23588	23588	515	2060	2060	2060	515	2060	hero/xunyu.png	0		
51555	重楼红颜	103	5	14	5	10	48345	62951	69812	24127	24127	515	2060	2060	2060	515	2060	hero/hongyan.png	0		
51615	重楼刀兵	104	1	15	5	10	49144	58325	90297	27333	27333	520	2080	2080	2080	520	2080	hero/dao.png	0		
51633	重楼骑兵	104	3	15	3	10	49144	64289	80568	24728	24728	520	2080	2080	2080	520	2080	hero/qi.png	0		
51635	重楼骑兵	104	3	15	5	10	49144	64289	80568	24728	24728	520	2080	2080	2080	520	2080	hero/qi.png	0		
51643	重楼谋士	104	4	15	3	10	49144	65748	70973	24010	24010	520	2080	2080	2080	520	2080	hero/xunyu.png	0		
51653	重楼红颜	104	5	15	3	10	49144	64135	70628	24538	24538	520	2080	2080	2080	520	2080	hero/hongyan.png	0		
51655	重楼红颜	104	5	15	5	10	49144	64135	70628	24538	24538	520	2080	2080	2080	520	2080	hero/hongyan.png	0		
51723	重楼枪兵	104	2	15	3	10	49944	65912	81425	24502	24502	520	2080	2080	2080	520	2080	hero/qiang.png	0		
51725	重楼枪兵	104	2	15	5	10	49944	65912	81425	24502	24502	520	2080	2080	2080	520	2080	hero/qiang.png	0		
51735	重楼骑兵	104	3	15	5	10	49944	65461	81425	25141	25141	520	2080	2080	2080	520	2080	hero/qi.png	0		
51813	重楼刀兵	104	1	15	3	10	50743	60466	92119	28212	28212	520	2080	2080	2080	520	2080	hero/dao.png	0		
51815	重楼刀兵	104	1	15	5	10	50743	60466	92119	28212	28212	520	2080	2080	2080	520	2080	hero/dao.png	0		
51823	重楼枪兵	104	2	15	3	10	50743	67009	82283	24928	24928	520	2080	2080	2080	520	2080	hero/qiang.png	0		
51825	重楼枪兵	104	2	15	5	10	50743	67009	82283	24928	24928	520	2080	2080	2080	520	2080	hero/qiang.png	0		
51833	重楼骑兵	104	3	15	3	10	50743	66634	82283	25555	25555	520	2080	2080	2080	520	2080	hero/qi.png	0		
51843	重楼谋士	104	4	15	3	10	50743	68058	72597	24855	24855	520	2080	2080	2080	520	2080	hero/xunyu.png	0		
51915	重楼刀兵	104	1	15	5	10	51542	61537	93030	28651	28651	520	2080	2080	2080	520	2080	hero/dao.png	0		
51925	重楼枪兵	104	2	15	5	10	51542	68106	83140	25354	25354	520	2080	2080	2080	520	2080	hero/qiang.png	0		
51933	重楼骑兵	104	3	15	3	10	51542	67807	83140	25968	25968	520	2080	2080	2080	520	2080	hero/qi.png	0		
51943	重楼谋士	104	4	15	3	10	51542	69214	73410	25277	25277	520	2080	2080	2080	520	2080	hero/xunyu.png	0		
51953	重楼红颜	104	5	15	3	10	51542	67687	73077	25772	25772	520	2080	2080	2080	520	2080	hero/hongyan.png	0		
52013	重楼刀兵	104	1	15	3	10	52341	62608	93941	29090	29090	520	2080	2080	2080	520	2080	hero/dao.png	0		
52015	重楼刀兵	104	1	15	5	10	52341	62608	93941	29090	29090	520	2080	2080	2080	520	2080	hero/dao.png	0		
52023	重楼枪兵	104	2	15	3	10	52341	69203	83997	25780	25780	520	2080	2080	2080	520	2080	hero/qiang.png	0		
52053	重楼红颜	104	5	15	3	10	52341	68871	73893	26183	26183	520	2080	2080	2080	520	2080	hero/hongyan.png	0		
52113	重楼刀兵	105	1	13	3	10	53140	63678	94852	29529	29529	525	2100	2100	2100	525	2100	hero/dao.png	0		
52123	重楼枪兵	105	2	13	3	10	53140	70300	84855	26206	26206	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52125	重楼枪兵	105	2	13	5	10	53140	70300	84855	26206	26206	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52133	重楼骑兵	105	3	13	3	10	53140	70152	84855	26796	26796	525	2100	2100	2100	525	2100	hero/qi.png	0		
52153	重楼红颜	105	5	13	3	10	53140	70055	74710	26594	26594	525	2100	2100	2100	525	2100	hero/hongyan.png	0		
52155	重楼红颜	105	5	13	5	10	53140	70055	74710	26594	26594	525	2100	2100	2100	525	2100	hero/hongyan.png	0		
52223	重楼枪兵	105	2	13	3	10	53939	71397	85712	26633	26633	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52225	重楼枪兵	105	2	13	5	10	53939	71397	85712	26633	26633	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52233	重楼骑兵	105	3	13	3	10	53939	71325	85712	27209	27209	525	2100	2100	2100	525	2100	hero/qi.png	0		
52243	重楼谋士	105	4	13	3	10	53939	72680	75846	26543	26543	525	2100	2100	2100	525	2100	hero/xunyu.png	0		
52255	重楼红颜	105	5	13	5	10	53939	71239	75526	27005	27005	525	2100	2100	2100	525	2100	hero/hongyan.png	0		
52313	重楼刀兵	105	1	13	3	10	54738	65819	96673	30407	30407	525	2100	2100	2100	525	2100	hero/dao.png	0		
52315	重楼刀兵	105	1	13	5	10	54738	65819	96673	30407	30407	525	2100	2100	2100	525	2100	hero/dao.png	0		
52323	重楼枪兵	105	2	13	3	10	54738	72494	86569	27059	27059	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52325	重楼枪兵	105	2	13	5	10	54738	72494	86569	27059	27059	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52335	重楼骑兵	105	3	13	5	10	54738	72498	86569	27623	27623	525	2100	2100	2100	525	2100	hero/qi.png	0		
52343	重楼谋士	105	4	13	3	10	54738	73835	76658	26965	26965	525	2100	2100	2100	525	2100	hero/xunyu.png	0		
52415	重楼刀兵	105	1	13	5	10	55538	66890	97584	30847	30847	525	2100	2100	2100	525	2100	hero/dao.png	0		
52423	重楼枪兵	105	2	13	3	10	55538	73591	87426	27485	27485	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52425	重楼枪兵	105	2	13	5	10	55538	73591	87426	27485	27485	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52445	重楼谋士	105	4	13	5	10	55538	74990	77470	27387	27387	525	2100	2100	2100	525	2100	hero/xunyu.png	0		
52453	重楼红颜	105	5	13	3	10	55538	73607	77158	27827	27827	525	2100	2100	2100	525	2100	hero/hongyan.png	0		
52455	重楼红颜	105	5	13	5	10	55538	73607	77158	27827	27827	525	2100	2100	2100	525	2100	hero/hongyan.png	0		
52523	重楼枪兵	105	2	13	3	10	56337	74688	88284	27911	27911	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52525	重楼枪兵	105	2	13	5	10	56337	74688	88284	27911	27911	525	2100	2100	2100	525	2100	hero/qiang.png	0		
52533	重楼骑兵	105	3	13	3	10	56337	74843	88284	28450	28450	525	2100	2100	2100	525	2100	hero/qi.png	0		
52543	重楼谋士	105	4	13	3	10	56337	76146	78282	27810	27810	525	2100	2100	2100	525	2100	hero/xunyu.png	0		
52553	重楼红颜	105	5	13	3	10	56337	74791	77975	28239	28239	525	2100	2100	2100	525	2100	hero/hongyan.png	0		
52613	重楼刀兵	106	1	14	3	10	57136	69031	99406	31725	31725	530	2120	2120	2120	530	2120	hero/dao.png	0		
52615	重楼刀兵	106	1	14	5	10	57136	69031	99406	31725	31725	530	2120	2120	2120	530	2120	hero/dao.png	0		
52625	重楼枪兵	106	2	14	5	10	57136	75785	89141	28337	28337	530	2120	2120	2120	530	2120	hero/qiang.png	0		
52655	重楼红颜	106	5	14	5	10	57136	75974	78791	28650	28650	530	2120	2120	2120	530	2120	hero/hongyan.png	0		
52713	重楼刀兵	106	1	14	3	10	57935	70102	100317	32164	32164	530	2120	2120	2120	530	2120	hero/dao.png	0		
52723	重楼枪兵	106	2	14	3	10	57935	76882	89998	28763	28763	530	2120	2120	2120	530	2120	hero/qiang.png	0		
52725	重楼枪兵	106	2	14	5	10	57935	76882	89998	28763	28763	530	2120	2120	2120	530	2120	hero/qiang.png	0		
52733	重楼骑兵	106	3	14	3	10	57935	77188	89998	29277	29277	530	2120	2120	2120	530	2120	hero/qi.png	0		
52745	重楼谋士	106	4	14	5	10	57935	78456	79907	28654	28654	530	2120	2120	2120	530	2120	hero/xunyu.png	0		
52753	重楼红颜	106	5	14	3	10	57935	77158	79607	29061	29061	530	2120	2120	2120	530	2120	hero/hongyan.png	0		
52813	重楼刀兵	106	1	14	3	10	58734	71172	101228	32603	32603	530	2120	2120	2120	530	2120	hero/dao.png	0		
52825	重楼枪兵	106	2	14	5	10	58734	77979	90856	29189	29189	530	2120	2120	2120	530	2120	hero/qiang.png	0		
52835	重楼骑兵	106	3	14	5	10	58734	78361	90856	29691	29691	530	2120	2120	2120	530	2120	hero/qi.png	0		
52843	重楼谋士	106	4	14	3	10	58734	79612	80719	29076	29076	530	2120	2120	2120	530	2120	hero/xunyu.png	0		
52845	重楼谋士	106	4	14	5	10	58734	79612	80719	29076	29076	530	2120	2120	2120	530	2120	hero/xunyu.png	0		
52855	重楼红颜	106	5	14	5	10	58734	78342	80423	29472	29472	530	2120	2120	2120	530	2120	hero/hongyan.png	0		
52913	重楼刀兵	106	1	14	3	10	59533	72243	102138	33042	33042	530	2120	2120	2120	530	2120	hero/dao.png	0		
52915	重楼刀兵	106	1	14	5	10	59533	72243	102138	33042	33042	530	2120	2120	2120	530	2120	hero/dao.png	0		
52945	重楼谋士	106	4	14	5	10	59533	80767	81531	29498	29498	530	2120	2120	2120	530	2120	hero/xunyu.png	0		
52953	重楼红颜	106	5	14	3	10	59533	79526	81240	29883	29883	530	2120	2120	2120	530	2120	hero/hongyan.png	0		
52955	重楼红颜	106	5	14	5	10	59533	79526	81240	29883	29883	530	2120	2120	2120	530	2120	hero/hongyan.png	0		
53023	重楼枪兵	106	2	14	3	10	60333	80173	92570	30041	30041	530	2120	2120	2120	530	2120	hero/qiang.png	0		
53025	重楼枪兵	106	2	14	5	10	60333	80173	92570	30041	30041	530	2120	2120	2120	530	2120	hero/qiang.png	0		
53033	重楼骑兵	106	3	14	3	10	60333	80707	92570	30518	30518	530	2120	2120	2120	530	2120	hero/qi.png	0		
53035	重楼骑兵	106	3	14	5	10	60333	80707	92570	30518	30518	530	2120	2120	2120	530	2120	hero/qi.png	0		
53043	重楼谋士	106	4	14	3	10	60333	81923	82343	29920	29920	530	2120	2120	2120	530	2120	hero/xunyu.png	0		
53115	重楼刀兵	107	1	15	5	10	61132	74384	103960	33921	33921	535	2140	2140	2140	535	2140	hero/dao.png	0		
53123	重楼枪兵	107	2	15	3	10	61132	81270	93427	30467	30467	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53145	重楼谋士	107	4	15	5	10	61132	83078	83155	30342	30342	535	2140	2140	2140	535	2140	hero/xunyu.png	0		
53155	重楼红颜	107	5	15	5	10	61132	81894	82872	30705	30705	535	2140	2140	2140	535	2140	hero/hongyan.png	0		
53213	重楼刀兵	107	1	15	3	10	61931	75455	104871	34360	34360	535	2140	2140	2140	535	2140	hero/dao.png	0		
53215	重楼刀兵	107	1	15	5	10	61931	75455	104871	34360	34360	535	2140	2140	2140	535	2140	hero/dao.png	0		
53225	重楼枪兵	107	2	15	5	10	61931	82367	94285	30893	30893	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53233	重楼骑兵	107	3	15	3	10	61931	83052	94285	31345	31345	535	2140	2140	2140	535	2140	hero/qi.png	0		
53235	重楼骑兵	107	3	15	5	10	61931	83052	94285	31345	31345	535	2140	2140	2140	535	2140	hero/qi.png	0		
53245	重楼谋士	107	4	15	5	10	61931	84233	83967	30764	30764	535	2140	2140	2140	535	2140	hero/xunyu.png	0		
53313	重楼刀兵	107	1	15	3	10	62730	76525	105782	34799	34799	535	2140	2140	2140	535	2140	hero/dao.png	0		
53315	重楼刀兵	107	1	15	5	10	62730	76525	105782	34799	34799	535	2140	2140	2140	535	2140	hero/dao.png	0		
53323	重楼枪兵	107	2	15	3	10	62730	83464	95142	31319	31319	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53333	重楼骑兵	107	3	15	3	10	62730	84225	95142	31759	31759	535	2140	2140	2140	535	2140	hero/qi.png	0		
53335	重楼骑兵	107	3	15	5	10	62730	84225	95142	31759	31759	535	2140	2140	2140	535	2140	hero/qi.png	0		
53345	重楼谋士	107	4	15	5	10	62730	85389	84780	31187	31187	535	2140	2140	2140	535	2140	hero/xunyu.png	0		
53413	重楼刀兵	107	1	15	3	10	63529	77596	106693	35238	35238	535	2140	2140	2140	535	2140	hero/dao.png	0		
53415	重楼刀兵	107	1	15	5	10	63529	77596	106693	35238	35238	535	2140	2140	2140	535	2140	hero/dao.png	0		
53423	重楼枪兵	107	2	15	3	10	63529	84561	95999	31745	31745	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53425	重楼枪兵	107	2	15	5	10	63529	84561	95999	31745	31745	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53443	重楼谋士	107	4	15	3	10	63529	86544	85592	31609	31609	535	2140	2140	2140	535	2140	hero/xunyu.png	0		
53453	重楼红颜	107	5	15	3	10	63529	85446	85321	31939	31939	535	2140	2140	2140	535	2140	hero/hongyan.png	0		
53513	重楼刀兵	107	1	15	3	10	64328	78666	107603	35677	35677	535	2140	2140	2140	535	2140	hero/dao.png	0		
53523	重楼枪兵	107	2	15	3	10	64328	85658	96857	32171	32171	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53525	重楼枪兵	107	2	15	5	10	64328	85658	96857	32171	32171	535	2140	2140	2140	535	2140	hero/qiang.png	0		
53543	重楼谋士	107	4	15	3	10	64328	87699	86404	32031	32031	535	2140	2140	2140	535	2140	hero/xunyu.png	0		
53545	重楼谋士	107	4	15	5	10	64328	87699	86404	32031	32031	535	2140	2140	2140	535	2140	hero/xunyu.png	0		
53613	重楼刀兵	108	1	13	3	10	65127	79737	108514	36116	36116	540	2160	2160	2160	540	2160	hero/dao.png	0		
53615	重楼刀兵	108	1	13	5	10	65127	79737	108514	36116	36116	540	2160	2160	2160	540	2160	hero/dao.png	0		
53625	重楼枪兵	108	2	13	5	10	65127	86755	97714	32598	32598	540	2160	2160	2160	540	2160	hero/qiang.png	0		
53635	重楼骑兵	108	3	13	5	10	65127	87743	97714	33000	33000	540	2160	2160	2160	540	2160	hero/qi.png	0		
53643	重楼谋士	108	4	13	3	10	65127	88855	87216	32453	32453	540	2160	2160	2160	540	2160	hero/xunyu.png	0		
53653	重楼红颜	108	5	13	3	10	65127	87814	86953	32761	32761	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
53655	重楼红颜	108	5	13	5	10	65127	87814	86953	32761	32761	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
53715	重楼刀兵	108	1	13	5	10	65927	80807	109425	36556	36556	540	2160	2160	2160	540	2160	hero/dao.png	0		
53723	重楼枪兵	108	2	13	3	10	65927	87852	98571	33024	33024	540	2160	2160	2160	540	2160	hero/qiang.png	0		
53733	重楼骑兵	108	3	13	3	10	65927	88916	98571	33413	33413	540	2160	2160	2160	540	2160	hero/qi.png	0		
53735	重楼骑兵	108	3	13	5	10	65927	88916	98571	33413	33413	540	2160	2160	2160	540	2160	hero/qi.png	0		
53755	重楼红颜	108	5	13	5	10	65927	88998	87770	33172	33172	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
53815	重楼刀兵	108	1	13	5	10	66726	81878	110336	36995	36995	540	2160	2160	2160	540	2160	hero/dao.png	0		
53833	重楼骑兵	108	3	13	3	10	66726	90088	99429	33827	33827	540	2160	2160	2160	540	2160	hero/qi.png	0		
53843	重楼谋士	108	4	13	3	10	66726	91165	88840	33297	33297	540	2160	2160	2160	540	2160	hero/xunyu.png	0		
53853	重楼红颜	108	5	13	3	10	66726	90182	88586	33583	33583	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
53855	重楼红颜	108	5	13	5	10	66726	90182	88586	33583	33583	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
53925	重楼枪兵	108	2	13	5	10	67525	90047	100286	33876	33876	540	2160	2160	2160	540	2160	hero/qiang.png	0		
53935	重楼骑兵	108	3	13	5	10	67525	91261	100286	34240	34240	540	2160	2160	2160	540	2160	hero/qi.png	0		
53943	重楼谋士	108	4	13	3	10	67525	92321	89652	33719	33719	540	2160	2160	2160	540	2160	hero/xunyu.png	0		
53953	重楼红颜	108	5	13	3	10	67525	91366	89402	33994	33994	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
53955	重楼红颜	108	5	13	5	10	67525	91366	89402	33994	33994	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
54025	重楼枪兵	108	2	13	5	10	68324	91144	101143	34302	34302	540	2160	2160	2160	540	2160	hero/qiang.png	0		
54045	重楼谋士	108	4	13	5	10	68324	93476	90465	34142	34142	540	2160	2160	2160	540	2160	hero/xunyu.png	0		
54053	重楼红颜	108	5	13	3	10	68324	92550	90218	34406	34406	540	2160	2160	2160	540	2160	hero/hongyan.png	0		
54113	重楼刀兵	109	1	14	3	10	69123	85090	113068	38312	38312	545	2180	2180	2180	545	2180	hero/dao.png	0		
54135	重楼骑兵	109	3	14	5	10	69123	93607	102000	35068	35068	545	2180	2180	2180	545	2180	hero/qi.png	0		
54145	重楼谋士	109	4	14	5	10	69123	94631	91277	34564	34564	545	2180	2180	2180	545	2180	hero/xunyu.png	0		
54153	重楼红颜	109	5	14	3	10	69123	93734	91035	34817	34817	545	2180	2180	2180	545	2180	hero/hongyan.png	0		
54155	重楼红颜	109	5	14	5	10	69123	93734	91035	34817	34817	545	2180	2180	2180	545	2180	hero/hongyan.png	0		
54213	重楼刀兵	109	1	14	3	10	69922	86160	113979	38751	38751	545	2180	2180	2180	545	2180	hero/dao.png	0		
54215	重楼刀兵	109	1	14	5	10	69922	86160	113979	38751	38751	545	2180	2180	2180	545	2180	hero/dao.png	0		
54223	重楼枪兵	109	2	14	3	10	69922	93338	102858	35154	35154	545	2180	2180	2180	545	2180	hero/qiang.png	0		
54225	重楼枪兵	109	2	14	5	10	69922	93338	102858	35154	35154	545	2180	2180	2180	545	2180	hero/qiang.png	0		
54235	重楼骑兵	109	3	14	5	10	69922	94779	102858	35481	35481	545	2180	2180	2180	545	2180	hero/qi.png	0		
54245	重楼谋士	109	4	14	5	10	69922	95787	92089	34986	34986	545	2180	2180	2180	545	2180	hero/xunyu.png	0		
54323	重楼枪兵	109	2	14	3	10	70721	94435	103715	35580	35580	545	2180	2180	2180	545	2180	hero/qiang.png	0		
54325	重楼枪兵	109	2	14	5	10	70721	94435	103715	35580	35580	545	2180	2180	2180	545	2180	hero/qiang.png	0		
54335	重楼骑兵	109	3	14	5	10	70721	95952	103715	35895	35895	545	2180	2180	2180	545	2180	hero/qi.png	0		
54343	重楼谋士	109	4	14	3	10	70721	96942	92901	35408	35408	545	2180	2180	2180	545	2180	hero/xunyu.png	0		
54345	重楼谋士	109	4	14	5	10	70721	96942	92901	35408	35408	545	2180	2180	2180	545	2180	hero/xunyu.png	0		
54355	重楼红颜	109	5	14	5	10	70721	96102	92667	35639	35639	545	2180	2180	2180	545	2180	hero/hongyan.png	0		
54423	重楼枪兵	109	2	14	3	10	71521	95532	104572	36006	36006	545	2180	2180	2180	545	2180	hero/qiang.png	0		
54433	重楼骑兵	109	3	14	3	10	71521	97125	104572	36308	36308	545	2180	2180	2180	545	2180	hero/qi.png	0		
54443	重楼谋士	109	4	14	3	10	71521	98097	93713	35830	35830	545	2180	2180	2180	545	2180	hero/xunyu.png	0		
54455	重楼红颜	109	5	14	5	10	71521	97286	93483	36050	36050	545	2180	2180	2180	545	2180	hero/hongyan.png	0		
54513	重楼刀兵	109	1	14	3	10	72320	89372	116712	40069	40069	545	2180	2180	2180	545	2180	hero/dao.png	0		
54533	重楼骑兵	109	3	14	3	10	72320	98297	105430	36722	36722	545	2180	2180	2180	545	2180	hero/qi.png	0		
54543	重楼谋士	109	4	14	3	10	72320	99253	94525	36252	36252	545	2180	2180	2180	545	2180	hero/xunyu.png	0		
54555	重楼红颜	109	5	14	5	10	72320	98470	94300	36461	36461	545	2180	2180	2180	545	2180	hero/hongyan.png	0		
54613	重楼刀兵	110	1	15	3	10	73119	90443	117623	40508	40508	550	2200	2200	2200	550	2200	hero/dao.png	0		
54623	重楼枪兵	110	2	15	3	10	73119	97726	106287	36858	36858	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54625	重楼枪兵	110	2	15	5	10	73119	97726	106287	36858	36858	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54635	重楼骑兵	110	3	15	5	10	73119	99470	106287	37136	37136	550	2200	2200	2200	550	2200	hero/qi.png	0		
54653	重楼红颜	110	5	15	3	10	73119	99654	95116	36872	36872	550	2200	2200	2200	550	2200	hero/hongyan.png	0		
54713	重楼刀兵	110	1	15	3	10	73918	91513	118534	40947	40947	550	2200	2200	2200	550	2200	hero/dao.png	0		
54723	重楼枪兵	110	2	15	3	10	73918	98823	107144	37284	37284	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54725	重楼枪兵	110	2	15	5	10	73918	98823	107144	37284	37284	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54735	重楼骑兵	110	3	15	5	10	73918	100643	107144	37549	37549	550	2200	2200	2200	550	2200	hero/qi.png	0		
54743	重楼谋士	110	4	15	3	10	73918	101563	96150	37097	37097	550	2200	2200	2200	550	2200	hero/xunyu.png	0		
54753	重楼红颜	110	5	15	3	10	73918	100838	95932	37284	37284	550	2200	2200	2200	550	2200	hero/hongyan.png	0		
54755	重楼红颜	110	5	15	5	10	73918	100838	95932	37284	37284	550	2200	2200	2200	550	2200	hero/hongyan.png	0		
54823	重楼枪兵	110	2	15	3	10	74717	99920	108001	37710	37710	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54825	重楼枪兵	110	2	15	5	10	74717	99920	108001	37710	37710	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54833	重楼骑兵	110	3	15	3	10	74717	101816	108001	37963	37963	550	2200	2200	2200	550	2200	hero/qi.png	0		
54843	重楼谋士	110	4	15	3	10	74717	102719	96962	37519	37519	550	2200	2200	2200	550	2200	hero/xunyu.png	0		
54845	重楼谋士	110	4	15	5	10	74717	102719	96962	37519	37519	550	2200	2200	2200	550	2200	hero/xunyu.png	0		
54855	重楼红颜	110	5	15	5	10	74717	102022	96748	37695	37695	550	2200	2200	2200	550	2200	hero/hongyan.png	0		
54915	重楼刀兵	110	1	15	5	10	75516	93654	120355	41825	41825	550	2200	2200	2200	550	2200	hero/dao.png	0		
54923	重楼枪兵	110	2	15	3	10	75516	101017	108859	38136	38136	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54925	重楼枪兵	110	2	15	5	10	75516	101017	108859	38136	38136	550	2200	2200	2200	550	2200	hero/qiang.png	0		
54933	重楼骑兵	110	3	15	3	10	75516	102988	108859	38376	38376	550	2200	2200	2200	550	2200	hero/qi.png	0		
54935	重楼骑兵	110	3	15	5	10	75516	102988	108859	38376	38376	550	2200	2200	2200	550	2200	hero/qi.png	0		
54945	重楼谋士	110	4	15	5	10	75516	103874	97774	37941	37941	550	2200	2200	2200	550	2200	hero/xunyu.png	0		
55015	重楼刀兵	110	1	15	5	10	76316	94725	121266	42265	42265	550	2200	2200	2200	550	2200	hero/dao.png	0		
55023	重楼枪兵	110	2	15	3	10	76316	102114	109716	38563	38563	550	2200	2200	2200	550	2200	hero/qiang.png	0		
55025	重楼枪兵	110	2	15	5	10	76316	102114	109716	38563	38563	550	2200	2200	2200	550	2200	hero/qiang.png	0		
55043	重楼谋士	110	4	15	3	10	76316	105030	98586	38363	38363	550	2200	2200	2200	550	2200	hero/xunyu.png	0		
55045	重楼谋士	110	4	15	5	10	76316	105030	98586	38363	38363	550	2200	2200	2200	550	2200	hero/xunyu.png	0		
55055	重楼红颜	110	5	15	5	10	76316	104390	98381	38517	38517	550	2200	2200	2200	550	2200	hero/hongyan.png	0		
55113	重楼刀兵	111	1	13	3	10	77115	95796	122177	42704	42704	555	2220	2220	2220	555	2220	hero/dao.png	0		
55135	重楼骑兵	111	3	13	5	10	77115	105334	110573	39204	39204	555	2220	2220	2220	555	2220	hero/qi.png	0		
55153	重楼红颜	111	5	13	3	10	77115	105574	99197	38928	38928	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55155	重楼红颜	111	5	13	5	10	77115	105574	99197	38928	38928	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55215	重楼刀兵	111	1	13	5	10	77914	96866	123088	43143	43143	555	2220	2220	2220	555	2220	hero/dao.png	0		
55225	重楼枪兵	111	2	13	5	10	77914	104308	111431	39415	39415	555	2220	2220	2220	555	2220	hero/qiang.png	0		
55243	重楼谋士	111	4	13	3	10	77914	107340	100210	39207	39207	555	2220	2220	2220	555	2220	hero/xunyu.png	0		
